Number of edges in topo:
16
Toa do cac canh <x1, y1, z1>, <x2, y2, z2>:
1559.15	177.09	89	932.77	685.3	65.2
990.61	689.1	11.39	690.9	1739.65	60.32
932.77	685.3	65.2	1559.15	177.09	89
932.77	685.3	65.2	690.9	1739.65	60.32
198.48	826.29	28.18	1398.61	976.96	63.02
2640.2	1332.99	75.59	1809.89	2349.8	11.39
1809.89	2349.8	11.39	2640.2	1332.99	75.59
1809.89	2349.8	11.39	2935.69	2545.79	5.06
1809.89	2349.8	11.39	690.9	1739.65	60.32
2935.69	2545.79	5.06	1809.89	2349.8	11.39
1398.61	976.96	63.02	198.48	826.29	28.18
1398.61	976.96	63.02	690.9	1739.65	60.32
690.9	1739.65	60.32	990.61	689.1	11.39
690.9	1739.65	60.32	932.77	685.3	65.2
690.9	1739.65	60.32	1809.89	2349.8	11.39
690.9	1739.65	60.32	1398.61	976.96	63.02
