Number of edges in topo:
56
Toa do cac canh <x1, y1, z1>, <x2, y2, z2>:
3258.89	3623.17	12.7	2837.46	3018.75	27.6
3258.89	3623.17	12.7	2718.81	2620.39	16.26
3653.5	2529.44	9.75	3168.83	3837.97	65.57
3653.5	2529.44	9.75	2779.31	1268.4	95.02
3653.5	2529.44	9.75	3062.07	3180.8	18.69
1113.99	2187.53	95.75	142.85	3396.52	93.4
1113.99	2187.53	95.75	1959.06	1782.34	64.63
3859.55	630.45	97.06	2824.18	127.33	27.69
3859.55	630.45	97.06	2779.31	1268.4	95.02
3828.67	1941.5	80.03	2718.81	2620.39	16.26
567.55	1687.05	91.57	184.69	388.53	82.35
567.55	1687.05	91.57	1959.06	1782.34	64.63
3168.83	3837.97	65.57	3653.5	2529.44	9.75
3168.83	3837.97	65.57	2714.94	3030.96	74.31
142.85	3396.52	93.4	1113.99	2187.53	95.75
142.85	3396.52	93.4	475.99	1993.46	95.97
2714.94	3030.96	74.31	3168.83	3837.97	65.57
2714.94	3030.96	74.31	2718.81	2620.39	16.26
2714.94	3030.96	74.31	1361.54	2341.07	22.38
1568.91	2621.91	17.12	2837.46	3018.75	27.6
1568.91	2621.91	17.12	2718.81	2620.39	16.26
1568.91	2621.91	17.12	475.99	1993.46	95.97
2824.18	127.33	27.69	3859.55	630.45	97.06
2824.18	127.33	27.69	2779.31	1268.4	95.02
184.69	388.53	82.35	567.55	1687.05	91.57
184.69	388.53	82.35	137.78	1754.98	38.16
2779.31	1268.4	95.02	3653.5	2529.44	9.75
2779.31	1268.4	95.02	3859.55	630.45	97.06
2779.31	1268.4	95.02	2824.18	127.33	27.69
2779.31	1268.4	95.02	1959.06	1782.34	64.63
2779.31	1268.4	95.02	2718.81	2620.39	16.26
137.78	1754.98	38.16	184.69	388.53	82.35
137.78	1754.98	38.16	475.99	1993.46	95.97
137.78	1754.98	38.16	1361.54	2341.07	22.38
3062.07	3180.8	18.69	3653.5	2529.44	9.75
3062.07	3180.8	18.69	2837.46	3018.75	27.6
1959.06	1782.34	64.63	1113.99	2187.53	95.75
1959.06	1782.34	64.63	567.55	1687.05	91.57
1959.06	1782.34	64.63	2779.31	1268.4	95.02
1959.06	1782.34	64.63	2718.81	2620.39	16.26
2837.46	3018.75	27.6	3258.89	3623.17	12.7
2837.46	3018.75	27.6	1568.91	2621.91	17.12
2837.46	3018.75	27.6	3062.07	3180.8	18.69
2718.81	2620.39	16.26	3258.89	3623.17	12.7
2718.81	2620.39	16.26	3828.67	1941.5	80.03
2718.81	2620.39	16.26	2714.94	3030.96	74.31
2718.81	2620.39	16.26	1568.91	2621.91	17.12
2718.81	2620.39	16.26	2779.31	1268.4	95.02
2718.81	2620.39	16.26	1959.06	1782.34	64.63
2718.81	2620.39	16.26	1361.54	2341.07	22.38
475.99	1993.46	95.97	142.85	3396.52	93.4
475.99	1993.46	95.97	1568.91	2621.91	17.12
475.99	1993.46	95.97	137.78	1754.98	38.16
1361.54	2341.07	22.38	2714.94	3030.96	74.31
1361.54	2341.07	22.38	137.78	1754.98	38.16
1361.54	2341.07	22.38	2718.81	2620.39	16.26
