Number of edges in topo:
20
Toa do cac canh <x1, y1, z1>, <x2, y2, z2>:
1957.26	1593.15	71.51	1514.43	1464	49.78
1957.26	1593.15	71.51	1168.76	2325.91	17.94
1514.43	1464	49.78	1957.26	1593.15	71.51
2807.93	1167.85	11.71	1752.31	1208.85	51
2807.93	1167.85	11.71	1486.93	1954.11	74.37
721.27	2054.73	83.93	1752.31	1208.85	51
721.27	2054.73	83.93	1168.76	2325.91	17.94
2910.43	645.51	76.03	1752.31	1208.85	51
1752.31	1208.85	51	2807.93	1167.85	11.71
1752.31	1208.85	51	721.27	2054.73	83.93
1752.31	1208.85	51	2910.43	645.51	76.03
1752.31	1208.85	51	905.86	268.84	82.6
1486.93	1954.11	74.37	2807.93	1167.85	11.71
1486.93	1954.11	74.37	328.08	2715.48	87.64
905.86	268.84	82.6	1752.31	1208.85	51
1168.76	2325.91	17.94	1957.26	1593.15	71.51
1168.76	2325.91	17.94	721.27	2054.73	83.93
1168.76	2325.91	17.94	328.08	2715.48	87.64
328.08	2715.48	87.64	1486.93	1954.11	74.37
328.08	2715.48	87.64	1168.76	2325.91	17.94
